Month,Handle,Revenue,Hold,Taxes,State
February 2025,"$59,507,037","$7,349,433",12.4%,"$1,684,139",District of Columbia
March 2025,"$86,014,452","$6,222,044",7.2%,"$1,496,244",District of Columbia
April 2025,"$71,545,569","$8,294,716",11.6%,"$1,917,367",District of Columbia
May 2025,"$74,470,050","$7,972,800",10.7%,"$1,867,681",District of Columbia
June 2025,"$50,731,952","$6,774,236",13.4%,"$1,571,681",District of Columbia
July 2025,"$55,927,318","$5,486,930",9.8%,"$1,266,665",District of Columbia
August 2025,"$54,116,566","$5,912,092",10.9%,"$1,382,697",District of Columbia
Total,"$1,656,778,555","$193,670,211",11.7%,"$50,530,364",District of Columbia
March 2020,"$997,739","$120,054",12.0%,"$12,242",Illinois
April 2020,$0,-$592,,$0,Illinois
May 2020,$0,$0,,$0,Illinois
June 2020,"$8,281,803","$812,901",9.8%,"$59,446",Illinois
July 2020,"$52,524,612","$4,769,184",9.1%,"$585,623",Illinois
August 2020,"$140,065,649","$7,643,489",5.5%,"$1,176,754",Illinois
September 2020,"$305,223,938","$11,754,530",3.9%,"$1,107,906",Illinois
October 2020,"$434,567,103","$46,967,823",10.8%,"$6,807,284",Illinois
November 2020,"$449,239,162","$36,974,421",8.2%,"$6,618,259",Illinois
December 2020,"$491,720,536","$28,368,846",5.8%,"$3,823,629",Illinois
January 2021,"$581,553,300","$49,365,489",8.5%,"$7,670,847",Illinois
February 2021,"$509,794,592","$30,313,913",5.9%,"$5,850,897",Illinois
March 2021,"$633,614,957","$49,884,489",7.9%,"$7,141,198",Illinois
April 2021,"$537,158,723","$41,969,306",7.8%,"$7,067,989",Illinois
May 2021,"$507,279,761","$36,554,947",7.2%,"$5,854,318",Illinois
June 2021,"$476,517,310","$48,187,782",10.1%,"$7,684,748",Illinois
July 2021,"$369,134,820","$37,292,355",10.1%,"$6,058,779",Illinois
August 2021,"$400,359,760","$32,717,934",8.2%,"$4,321,832",Illinois
September 2021,"$596,455,693","$44,579,564",7.5%,"$6,450,631",Illinois
October 2021,"$840,440,434","$48,316,644",5.7%,"$8,459,764",Illinois
November 2021,"$779,853,367","$78,227,189",10.0%,"$12,693,515",Illinois
December 2021,"$789,600,347","$36,677,207",4.6%,"$5,436,663",Illinois
January 2022,"$867,505,495","$59,343,378",6.8%,"$10,687,455",Illinois
February 2022,"$679,374,199","$31,074,381",4.6%,"$5,720,366",Illinois
March 2022,"$971,278,389","$79,421,037",8.2%,"$9,758,140",Illinois
April 2022,"$839,386,882","$68,234,791",8.1%,"$11,321,487",Illinois
May 2022,"$764,591,757","$65,214,388",8.5%,"$10,838,258",Illinois
June 2022,"$628,459,522","$40,981,475",6.5%,"$6,576,948",Illinois
July 2022,"$516,414,719","$43,849,539",8.5%,"$7,392,918",Illinois
August 2022,"$564,837,409","$64,628,599",11.4%,"$7,694,847",Illinois
September 2022,"$831,805,990","$83,533,801",10.0%,"$12,559,685",Illinois
October 2022,"$1,029,560,184","$91,569,752",8.9%,"$16,350,363",Illinois
November 2022,"$1,029,615,448","$96,937,248",9.4%,"$15,581,846",Illinois
December 2022,"$1,028,471,257","$81,407,470",7.9%,"$13,186,151",Illinois
January 2023,"$1,070,033,292","$88,552,064",8.3%,"$15,410,653",Illinois
February 2023,"$875,387,789","$63,297,910",7.2%,"$10,967,295",Illinois
March 2023,"$1,072,701,361","$107,423,414",10.0%,"$15,650,984",Illinois
April 2023,"$898,571,938","$81,311,927",9.0%,"$14,429,201",Illinois
May 2023,"$821,715,719","$91,579,820",11.1%,"$14,348,947",Illinois
June 2023,"$665,770,747","$52,288,208",7.9%,"$8,862,040",Illinois
July 2023,"$611,372,472","$61,897,923",10.1%,"$9,686,791",Illinois
August 2023,"$676,065,425","$58,823,721",8.7%,"$7,549,895",Illinois
September 2023,"$1,078,339,446","$99,829,998",9.3%,"$13,855,307",Illinois
October 2023,"$1,161,060,707","$104,679,506",9.0%,"$18,055,019",Illinois
November 2023,"$1,375,398,292","$73,297,758",5.3%,"$11,666,914",Illinois
December 2023,"$1,314,056,821","$126,360,303",9.6%,"$20,517,094",Illinois
January 2024,"$1,286,243,926","$129,511,642",10.1%,"$21,642,278",Illinois
February 2024,"$1,070,625,059","$77,162,218",7.2%,"$13,452,317",Illinois
March 2024,"$1,264,532,904","$103,814,124",8.2%,"$16,006,617",Illinois
April 2024,"$1,103,531,944","$88,204,662",8.0%,"$14,729,668",Illinois
May 2024,"$1,016,698,918","$102,530,449",10.1%,"$16,218,547",Illinois
June 2024,"$847,966,974","$81,322,996",9.6%,"$15,341,233",Illinois
July 2024,"$773,703,869","$76,250,616",9.9%,"$15,002,646",Illinois
August 2024,"$877,957,911","$71,288,768",8.1%,"$14,274,080",Illinois
September 2024,"$1,305,810,953","$134,783,665",10.3%,"$38,654,748",Illinois
October 2024,"$1,445,844,471","$87,961,661",6.1%,"$25,365,066",Illinois
November 2024,"$1,532,470,270","$155,897,761",10.2%,"$49,672,743",Illinois
December 2024,"$1,491,297,742","$94,638,823",6.3%,"$36,137,702",Illinois
January 2025,"$1,473,948,072","$147,771,970",10.0%,"$54,048,214",Illinois
February 2025,"$1,150,508,464","$116,066,555",10.1%,"$47,116,812",Illinois
March 2025,"$1,494,276,828","$100,958,351",6.8%,"$34,651,940",Illinois
April 2025,"$1,284,273,933","$104,909,326",8.2%,"$39,842,040",Illinois
May 2025,"$1,274,389,414","$120,462,049",9.5%,"$45,177,872",Illinois
June 2025,"$950,208,606","$109,716,218",11.5%,"$42,747,622",Illinois
Total,"$51,920,449,124","$4,390,287,742",8.5%,"$933,633,072",Illinois
September 2019,"$35,215,418","$8,284,862",23.5%,"$813,102",Indiana
October 2019,"$91,697,395","$10,629,476",11.6%,"$1,096,160",Indiana
November 2019,"$147,276,912","$10,593,321",7.2%,"$883,363",Indiana
December 2019,"$161,806,795","$12,069,287",7.5%,"$1,139,147",Indiana
January 2020,"$171,049,250","$12,223,222",7.1%,"$1,221,796",Indiana
February 2020,"$187,186,221","$10,381,954",5.5%,"$1,053,811",Indiana
March 2020,"$74,818,801","$5,300,191",7.1%,"$522,086",Indiana
April 2020,"$26,304,128","$1,629,555",6.2%,"$148,189",Indiana
May 2020,"$37,334,940","$3,237,031",8.7%,"$302,097",Indiana
June 2020,"$29,783,582","$2,543,803",8.5%,"$277,600",Indiana
July 2020,"$70,876,622","$4,885,514",6.9%,"$644,578",Indiana
August 2020,"$169,018,238","$12,601,820",7.5%,"$934,314",Indiana
September 2020,"$207,450,106","$11,238,265",5.4%,"$1,356,952",Indiana
October 2020,"$230,932,251","$25,094,814",10.9%,"$2,005,347",Indiana
November 2020,"$251,403,994","$25,255,641",10.0%,"$2,406,175",Indiana
December 2020,"$313,112,473","$22,003,606",7.0%,"$2,292,472",Indiana
January 2021,"$348,244,676","$31,668,178",9.1%,"$2,803,021",Indiana
February 2021,"$273,893,073","$15,867,143",5.8%,"$1,610,811",Indiana
March 2021,"$316,717,762","$27,421,008",8.7%,"$2,503,311",Indiana
April 2021,"$236,403,308","$19,690,320",8.3%,"$1,907,522",Indiana
May 2021,"$254,445,226","$18,011,339",7.1%,"$1,791,053",Indiana
June 2021,"$246,321,671","$26,748,803",10.9%,"$2,420,541",Indiana
July 2021,"$194,492,669","$17,225,036",8.9%,"$1,658,052",Indiana
August 2021,"$215,636,824","$16,704,438",7.7%,"$1,571,080",Indiana
September 2021,"$355,425,184","$33,307,106",9.4%,"$3,250,964",Indiana
October 2021,"$461,131,242","$27,838,472",6.0%,"$2,597,357",Indiana
November 2021,"$463,684,739","$47,815,377",10.3%,"$4,527,177",Indiana
December 2021,"$463,015,613","$26,007,133",5.6%,"$2,448,195",Indiana
January 2022,"$500,138,648","$29,278,177",5.9%,"$3,379,560",Indiana
February 2022,"$409,109,104","$22,396,131",5.5%,"$1,611,037",Indiana
March 2022,"$476,802,783","$32,788,454",6.9%,"$3,095,106",Indiana
April 2022,"$360,023,255","$27,634,092",7.7%,"$2,722,456",Indiana
May 2022,"$308,385,687","$31,951,466",10.4%,"$2,912,607",Indiana
June 2022,"$256,307,260","$15,653,583",6.1%,"$1,497,766",Indiana
July 2022,"$206,627,688","$20,510,071",9.9%,"$1,985,587",Indiana
August 2022,"$237,990,176","$25,978,248",10.9%,"$2,417,586",Indiana
September 2022,"$382,507,090","$50,551,749",13.2%,"$4,861,450",Indiana
October 2022,"$446,248,394","$46,393,925",10.4%,"$4,458,595",Indiana
November 2022,"$452,318,954","$40,197,276",8.9%,"$3,797,331",Indiana
December 2022,"$431,423,176","$43,555,139",10.1%,"$4,058,864",Indiana
January 2023,"$427,154,794","$35,347,154",8.3%,"$3,463,540",Indiana
February 2023,"$356,187,759","$28,076,424",7.9%,"$2,629,963",Indiana
March 2023,"$433,022,775","$43,746,469",10.1%,"$4,097,409",Indiana
April 2023,"$321,404,737","$29,349,149",9.1%,"$2,794,279",Indiana
May 2023,"$283,495,510","$33,542,239",11.8%,"$3,208,916",Indiana
June 2023,"$224,070,050","$19,036,099",8.5%,"$1,848,269",Indiana
July 2023,"$203,788,074","$23,420,740",11.5%,"$2,209,488",Indiana
August 2023,"$238,079,855","$23,633,486",9.9%,"$2,236,234",Indiana
September 2023,"$404,140,702","$40,624,361",10.1%,"$3,901,903",Indiana
October 2023,"$429,673,063","$46,135,347",10.7%,"$4,297,088",Indiana
November 2023,"$513,672,424","$26,848,975",5.2%,"$2,919,257",Indiana
December 2023,"$503,127,765","$54,603,323",10.9%,"$4,810,719",Indiana
January 2024,"$480,573,358","$53,506,698",11.1%,"$5,079,594",Indiana
February 2024,"$408,675,534","$37,601,071",9.2%,"$3,608,431",Indiana
March 2024,"$500,757,257","$37,899,471",7.6%,"$3,744,875",Indiana
April 2024,"$393,855,317","$39,077,679",9.9%,"$3,523,226",Indiana
May 2024,"$361,590,148","$38,695,260",10.7%,"$3,703,601",Indiana
June 2024,"$298,166,251","$30,442,289",10.2%,"$2,897,586",Indiana
July 2024,"$261,071,808","$29,415,902",11.3%,"$2,759,651",Indiana
August 2024,"$307,902,881","$29,418,190",9.6%,"$3,047,576",Indiana
September 2024,"$483,843,656","$55,254,534",11.4%,"$5,034,784",Indiana
October 2024,"$537,909,435","$35,082,061",6.5%,"$3,339,581",Indiana
November 2024,"$614,362,613","$68,820,755",11.2%,"$6,516,195",Indiana
December 2024,"$563,624,406","$29,758,090",5.3%,"$2,990,506",Indiana
January 2025,"$538,705,450","$57,029,654",10.6%,"$5,231,271",Indiana
February 2025,"$432,889,381","$47,302,722",10.9%,"$4,535,783",Indiana
March 2025,"$553,578,453","$34,995,596",6.3%,"$3,399,998",Indiana
April 2025,"$437,099,849","$41,423,026",9.5%,"$3,815,677",Indiana
May 2025,"$433,271,506","$42,057,323",9.7%,"$4,158,899",Indiana
June 2025,"$351,462,412","$46,955,926",13.4%,"$4,307,413",Indiana
July 2025,"$284,895,674","$34,442,080",12.1%,"$3,272,467",Indiana
August 2025,"$361,145,386","$45,561,700",12.6%,"$4,323,729",Indiana
Total,"$23,445,759,611","$2,112,268,814",9.0%,"$200,692,127",Indiana
August 2019,"$8,576,341","$2,161,807",25.2%,"$145,922",Iowa
September 2019,"$38,545,352","$4,959,745",12.9%,"$334,783",Iowa
October 2019,"$46,500,331","$5,658,131",12.2%,"$381,924",Iowa
November 2019,"$59,344,806","$3,599,750",6.1%,"$242,983",Iowa
December 2019,"$59,258,838","$2,904,257",4.9%,"$196,037",Iowa
January 2020,"$58,027,141","$3,232,696",5.6%,"$218,349",Iowa
February 2020,"$56,920,783","$755,334",1.3%,"$50,985",Iowa
March 2020,"$19,585,711","$1,185,888",6.1%,"$80,047",Iowa
April 2020,"$1,568,497","$150,331",9.6%,"$10,147",Iowa
May 2020,"$6,976,637","$501,062",7.2%,"$33,822",Iowa
June 2020,"$12,711,201","$620,740",4.9%,"$41,900",Iowa
July 2020,"$22,859,622","$2,244,012",9.8%,"$151,471",Iowa
August 2020,"$50,313,674","$3,003,903",6.0%,"$202,763",Iowa
September 2020,"$72,397,241","$5,167,816",7.1%,"$348,828",Iowa
October 2020,"$81,902,416","$9,080,995",11.1%,"$612,967",Iowa
November 2020,"$87,169,919","$8,144,096",9.3%,"$549,726",Iowa
December 2020,"$104,815,630","$7,537,004",7.2%,"$508,748",Iowa
January 2021,"$149,524,789","$11,343,303",7.6%,"$765,673",Iowa
February 2021,"$143,615,170","$7,708,148",5.4%,"$520,300",Iowa
March 2021,"$161,439,561","$13,454,158",8.3%,"$908,156",Iowa
April 2021,"$118,355,535","$7,725,272",6.5%,"$521,456",Iowa
May 2021,"$114,882,963","$6,133,477",5.3%,"$414,010",Iowa
June 2021,"$111,176,671","$8,424,699",7.6%,"$568,667",Iowa
July 2021,"$89,960,118","$8,112,953",9.0%,"$547,624",Iowa
August 2021,"$109,149,917","$7,327,163",6.7%,"$494,584",Iowa
September 2021,"$216,116,399","$11,135,516",5.2%,"$751,647",Iowa
October 2021,"$285,532,771","$10,840,968",3.8%,"$731,765",Iowa
November 2021,"$287,436,570","$19,935,558",6.9%,"$1,345,650",Iowa
December 2021,"$266,518,049","$13,371,197",5.0%,"$902,556",Iowa
January 2022,"$303,327,688","$14,269,557",4.7%,"$963,195",Iowa
February 2022,"$215,921,313","$8,579,100",4.0%,"$579,089",Iowa
March 2022,"$233,525,474","$14,411,046",6.2%,"$972,746",Iowa
April 2022,"$177,370,317","$12,398,243",7.0%,"$836,881",Iowa
May 2022,"$147,913,284","$12,630,387",8.5%,"$852,551",Iowa
June 2022,"$122,437,950","$6,568,678",5.4%,"$443,386",Iowa
July 2022,"$108,556,796","$11,173,191",10.3%,"$754,190",Iowa
August 2022,"$122,568,313","$14,418,923",11.8%,"$973,277",Iowa
September 2022,"$200,230,741","$25,417,557",12.7%,"$1,715,685",Iowa
October 2022,"$238,788,234","$19,137,523",8.0%,"$1,291,783",Iowa
November 2022,"$247,476,284","$5,802,261",2.3%,"$391,653",Iowa
December 2022,"$229,949,570","$20,745,524",9.0%,"$1,400,323",Iowa
January 2023,"$233,619,612","$16,543,361",7.1%,"$1,116,677",Iowa
February 2023,"$193,879,638","$11,871,156",6.1%,"$802,488",Iowa
March 2023,"$232,614,150","$19,857,210",8.5%,"$1,340,355",Iowa
April 2023,"$172,589,394","$14,117,868",8.2%,"$953,605",Iowa
May 2023,"$147,715,126","$16,599,871",11.2%,"$1,122,711",Iowa
June 2023,"$115,595,593","$7,131,173",6.2%,"$482,852",Iowa
July 2023,"$109,680,895","$10,568,989",9.6%,"$715,638",Iowa
August 2023,"$141,295,039","$13,507,280",9.6%,"$913,527",Iowa
September 2023,"$245,759,020","$24,059,083",9.8%,"$1,625,305",Iowa
October 2023,"$255,293,522","$24,189,825",9.5%,"$1,632,804",Iowa
November 2023,"$289,698,466","$14,090,776",4.9%,"$952,539",Iowa
December 2023,"$282,723,930","$26,251,213",9.3%,"$1,774,335",Iowa
January 2024,"$259,468,795","$22,064,697",8.5%,"$1,487,626",Iowa
February 2024,"$220,583,732","$13,608,943",6.2%,"$920,400",Iowa
March 2024,"$272,366,214","$18,194,914",6.7%,"$1,235,155",Iowa
April 2024,"$209,522,911","$16,527,342",7.9%,"$1,120,126",Iowa
May 2024,"$182,461,326","$16,697,596",9.2%,"$1,130,475",Iowa
June 2024,"$146,682,918","$12,494,103",8.5%,"$845,443",Iowa
July 2024,"$138,136,616","$13,880,200",10.0%,"$936,914",Iowa
August 2024,"$166,987,544","$15,755,187",9.4%,"$1,063,475",Iowa
September 2024,"$270,853,308","$27,459,491",10.1%,"$1,853,516",Iowa
October 2024,"$294,931,669","$18,443,864",6.3%,"$1,244,961",Iowa
November 2024,"$315,221,241","$30,069,720",9.5%,"$2,029,706",Iowa
December 2024,"$293,123,307","$13,286,724",4.5%,"$896,854",Iowa
January 2025,"$289,730,209","$26,188,816",9.0%,"$1,767,745",Iowa
February 2025,"$216,451,614","$21,272,944",9.8%,"$1,435,924",Iowa
March 2025,"$287,826,745","$15,749,320",5.5%,"$1,063,079",Iowa
April 2025,"$215,555,373","$18,757,824",8.7%,"$1,266,153",Iowa
May 2025,"$202,573,365","$20,059,489",9.9%,"$1,354,015",Iowa
June 2025,"$168,169,130","$19,210,711",11.4%,"$1,296,723",Iowa
July 2025,"$146,718,572","$17,995,577",12.3%,"$1,214,701",Iowa
August 2025,"$181,612,625","$22,069,518",12.2%,"$1,489,692",Iowa
Total,"$12,088,690,215","$930,546,756",7.7%,"$62,843,768",Iowa
September 2022,"$160,527,371","$22,014,698",13.7%,"$129,618",Kansas
October 2022,"$189,919,311","$18,582,842",9.8%,"$141,088",Kansas
November 2022,"$186,353,708","$19,073,128",10.2%,"$795,784",Kansas
December 2022,"$181,977,180","$16,835,233",9.3%,"$1,026,140",Kansas
January 2023,"$206,060,734","$15,105,189",7.3%,"$598,745",Kansas
February 2023,"$194,034,469","$-845,377",-0.4%,"$1,134",Kansas
March 2023,"$206,287,094","$20,975,191",10.2%,"$911,159",Kansas
April 2023,"$132,981,289","$14,636,899",11.0%,"$919,720",Kansas
May 2023,"$120,323,444","$14,550,824",12.1%,"$887,390",Kansas
June 2023,"$98,125,865","$8,195,048",8.4%,"$409,425",Kansas
July 2023,"$79,715,016","$9,644,263",12.1%,"$683,176",Kansas
August 2023,"$94,415,479","$7,662,828",8.1%,"$484,366",Kansas
September 2023,"$219,293,493","$18,155,498",8.3%,"$806,097",Kansas
October 2023,"$249,711,810","$25,404,712",10.2%,"$1,437,030",Kansas
November 2023,"$260,937,284","$18,017,353",6.9%,"$892,968",Kansas
December 2023,"$259,678,435","$30,913,033",11.9%,"$2,005,261",Kansas
January 2024,"$239,618,587","$20,864,472",8.7%,"$1,433,272",Kansas
February 2024,"$203,046,644","$8,463,732",4.2%,"$305,494",Kansas
March 2024,"$252,901,770","$16,760,995",6.6%,"$714,697",Kansas
April 2024,"$192,085,924","$17,890,802",9.3%,"$1,040,396",Kansas
May 2024,"$172,204,880","$17,210,244",10.0%,"$976,764",Kansas
June 2024,"$140,102,333","$14,518,082",10.4%,"$936,385",Kansas
July 2024,"$122,040,797","$13,443,364",11.0%,"$919,947",Kansas
August 2024,"$146,975,336","$10,581,830",7.2%,"$657,288",Kansas
September 2024,"$248,870,846","$34,077,993",13.7%,"$1,831,387",Kansas
October 2024,"$275,916,403","$12,970,435",4.7%,"$498,355",Kansas
November 2024,"$290,968,780","$34,755,047",11.9%,"$2,552,778",Kansas
December 2024,"$261,279,556","$15,197,061",5.8%,"$878,610",Kansas
January 2025,"$301,837,632","$28,162,001",9.3%,"$1,615,836",Kansas
February 2025,"$216,186,512","$34,977,452",16.2%,"$2,394,014",Kansas
March 2025,"$248,409,034","$15,324,367",6.2%,"$803,031",Kansas
April 2025,"$208,813,092","$20,404,281",9.8%,"$1,317,499",Kansas
May 2025,"$199,709,373","$22,950,705",11.5%,"$1,895,140",Kansas
June 2025,"$185,151,157","$21,683,264",11.7%,"$1,724,859",Kansas
July 2025,"$173,872,673","$13,076,056",7.5%,"$1,049,429",Kansas
Total,"$6,920,333,310","$632,233,547",9.1%,"$35,674,282",Kansas
September 2023,"$45,519,529","$2,672,336",5.9%,"$321,966",Kentucky
October 2023,"$295,088,668","$54,341,931",18.4%,"$7,616,625",Kentucky
November 2023,"$281,189,728","$22,448,055",8.0%,"$3,088,163",Kentucky
December 2023,"$263,666,578","$32,281,926",12.2%,"$4,463,311",Kentucky
January 2024,"$245,604,391","$35,967,751",14.6%,"$4,992,513",Kentucky
February 2024,"$199,449,415","$19,491,642",9.8%,"$2,703,511",Kentucky
March 2024,"$256,246,092","$22,107,013",8.6%,"$3,036,740",Kentucky
April 2024,"$187,913,248","$23,299,806",12.4%,"$3,232,441",Kentucky
May 2024,"$181,351,570","$21,603,055",11.9%,"$2,985,052",Kentucky
June 2024,"$150,313,715","$15,766,956",10.5%,"$2,169,707",Kentucky
July 2024,"$129,270,001","$15,431,176",11.9%,"$2,134,875",Kentucky
August 2024,"$151,409,420","$12,143,827",8.0%,"$1,666,257",Kentucky
September 2024,"$255,863,414","$34,241,491",13.4%,"$4,747,314",Kentucky
October 2024,"$274,928,954","$21,140,573",7.7%,"$2,988,347",Kentucky
November 2024,"$301,740,758","$36,629,991",12.1%,"$5,046,384",Kentucky
December 2024,"$293,022,542","$20,245,509",6.9%,"$2,916,545",Kentucky
January 2025,"$277,120,575","$33,638,951",12.1%,"$4,683,071",Kentucky
February 2025,"$224,733,400","$29,873,955",13.3%,"$4,152,284",Kentucky
March 2025,"$293,176,264","$20,161,754",6.9%,"$2,740,108",Kentucky
April 2025,"$219,760,442","$24,242,438",11.0%,"$3,360,318",Kentucky
May 2025,"$209,561,146","$26,211,739",12.5%,"$3,524,900",Kentucky
June 2025,"$174,823,576","$23,024,926",13.2%,"$3,197,132",Kentucky
July 2025,"$161,423,832","$17,685,241",11.0%,"$2,438,300",Kentucky
Total,"$5,073,177,258","$564,652,042",11.1%,"$78,205,864",Kentucky
November 2021,"$27,871,038","$5,685,706",20.4%,"$568,571",Louisiana
December 2021,"$39,517,545","$4,380,700",11.1%,"$438,070",Louisiana
January 2022,"$89,757,060","$7,992,540",8.9%,"$533,259",Louisiana
February 2022,"$238,413,596","$27,316,419",11.5%,"$2,421,541",Louisiana
March 2022,"$232,730,341","$30,943,063",13.3%,"$3,413,595",Louisiana
April 2022,"$208,255,060","$6,140,843",2.9%,"$2,573,658",Louisiana
May 2022,"$171,135,819","$25,691,302",15.0%,"$2,663,220",Louisiana
June 2022,"$132,438,215","$10,891,261",8.2%,"$1,424,413",Louisiana
July 2022,"$118,522,225","$20,980,159",17.7%,"$2,442,246",Louisiana
August 2022,"$128,251,857","$9,587,258",7.5%,"$1,775,179",Louisiana
September 2022,"$203,807,226","$33,390,478",16.4%,"$4,040,335",Louisiana
October 2022,"$255,805,485","$30,776,126",12.0%,"$4,308,649",Louisiana
November 2022,"$268,638,967","$-25,313,281",-09.4%,"$4,244,196",Louisiana
December 2022,"$254,753,433","$37,296,799",14.6%,"$4,365,471",Louisiana
January 2023,"$282,269,901","$35,728,478",12.7%,"$3,330,035",Louisiana
February 2023,"$197,709,561","$23,295,088",11.8%,"$2,554,375",Louisiana
March 2023,"$249,280,628","$32,319,508",13.0%,"$3,590,725",Louisiana
April 2023,"$209,746,932","$23,415,190",11.2%,"$2,945,211",Louisiana
May 2023,"$195,123,855","$29,860,212",15.3%,"$3,579,595",Louisiana
June 2023,"$160,083,233","$13,981,060",8.7%,"$1,697,439",Louisiana
July 2023,"$134,757,491","$18,282,477",13.6%,"$2,185,154",Louisiana
August 2023,"$153,933,704","$18,137,683",11.8%,"$2,109,829",Louisiana
September 2023,"$280,093,549","$43,143,474",15.4%,"$5,318,554",Louisiana
October 2023,"$308,613,008","$43,338,752",14.0%,"$5,319,894",Louisiana
November 2023,"$356,479,622","$29,304,005",8.2%,"$3,245,327",Louisiana
December 2023,"$377,046,556","$56,520,231",15.0%,"$7,590,704",Louisiana
January 2024,"$346,320,907","$52,696,465",15.2%,"$5,681,508",Louisiana
February 2024,"$274,775,955","$31,152,229",11.3%,"$3,765,778",Louisiana
March 2024,"$350,006,557","$37,700,995",10.8%,"$4,910,457",Louisiana
April 2024,"$283,059,884","$40,367,859",14.3%,"$5,387,113",Louisiana
May 2024,"$256,659,997","$34,711,724",13.5%,"$5,767,757",Louisiana
June 2024,"$212,056,544","$27,221,159",12.8%,"$3,850,037",Louisiana
July 2024,"$184,543,537","$25,033,903",13.6%,"$3,511,412",Louisiana
August 2024,"$234,512,847","$27,073,503",11.5%,"$3,698,568",Louisiana
September 2024,"$351,679,502","$55,224,101",15.7%,"$7,642,906",Louisiana
October 2024,"$401,847,954","$42,817,957",10.7%,"$6,231,188",Louisiana
November 2024,"$413,465,532","$58,209,106",14.1%,"$8,175,472",Louisiana
December 2024,"$390,727,667","$35,204,850",9.0%,"$6,441,847",Louisiana
January 2025,"$382,873,920","$53,668,017",14.0%,"$5,923,633",Louisiana
February 2025,"$381,244,368","$53,876,140",14.1%,"$7,034,948",Louisiana
March 2025,"$386,427,937","$31,796,443",8.2%,"$4,086,575",Louisiana
April 2025,"$343,838,482","$40,667,102",11.8%,"$5,833,885",Louisiana
May 2025,"$300,668,112","$47,515,425",15.8%,"$6,715,422",Louisiana
June 2025,"$245,347,399","$33,573,477",13.7%,"$4,745,648",Louisiana
July 2025,"$226,678,137","$32,610,110",14.4%,"$4,652,203",Louisiana
Total,"$11,241,771,146","$1,354,206,097",12.0%,"$182,735,602",Louisiana
November 2023,"$37,467,976","$4,586,743",12.2%,"$464,151",Maine
December 2023,"$44,354,459","$4,353,944",9.8%,"$437,884",Maine
January 2024,"$38,010,991","$5,430,666",14.3%,"$546,149",Maine
February 2024,"$33,610,150","$4,220,952",12.6%,"$425,602",Maine
March 2024,"$47,407,405","$2,672,964",5.6%,"$270,607",Maine
April 2024,"$38,203,545","$4,063,250",10.6%,"$414,356",Maine
May 2024,"$39,649,761","$3,174,572",8.0%,"$331,278",Maine
June 2024,"$39,123,547","$3,137,935",8.0%,"$342,513",Maine
July 2024,"$41,909,343","$5,283,156",12.6%,"$603,284",Maine
August 2024,"$35,342,087","$3,364,627",9.5%,"$355,576",Maine
September 2024,"$51,376,494","$6,483,745",12.6%,"$664,355",Maine
October 2024,"$51,881,731","$3,771,980",7.3%,"$378,254",Maine
November 2024,"$51,280,750","$7,878,434",15.4%,"$790,413",Maine
December 2024,"$52,244,023","$3,973,509",7.6%,"$396,313",Maine
January 2025,"$50,253,633","$6,990,187",13.9%,"$698,264",Maine
February 2025,"$41,037,515","$5,227,371",12.7%,"$525,022",Maine
March 2025,"$48,860,790","$4,113,135",8.4%,"$414,802",Maine
April 2025,"$45,960,567","$5,448,560",11.9%,"$555,116",Maine
May 2025,"$39,947,302","$5,066,265",12.7%,"$515,166",Maine
June 2025,"$34,331,407","$4,388,816",12.8%,"$446,044",Maine
July 2025,"$36,393,558","$3,413,284",9.4%,"$356,337",Maine
August 2025,"$45,686,606","$4,996,648",10.9%,"$514,262",Maine
Total,"$944,333,641","$102,040,743",10.8%,"$10,445,750",Maine
December 2021,"$16,552,430","$3,170,001",19.2%,"$469,297",Maryland
January 2022,"$32,530,831","$4,375,316",13.4%,"$644,098",Maryland
February 2022,"$25,526,148","$955,377",3.7%,"$134,628",Maryland
March 2022,"$31,025,892","$3,927,573",12.7%,"$577,019",Maryland
April 2022,"$26,908,845","$2,838,501",10.5%,"$415,801",Maryland
May 2022,"$23,095,542","$3,077,031",13.3%,"$452,897",Maryland
June 2022,"$19,121,331","$1,309,834",6.9%,"$189,323",Maryland
July 2022,"$15,492,757","$2,026,548",13.1%,"$298,177",Maryland
August 2022,"$18,650,802","$3,231,851",17.3%,"$477,840",Maryland
September 2022,"$31,376,072","$6,639,776",21.2%,"$984,308",Maryland
October 2022,"$39,663,586","$5,309,436",13.4%,"$781,642",Maryland
November 2022,"$219,071,373","$30,620,539",14.0%,"$704,728",Maryland
December 2022,"$497,121,655","$85,168,804",17.1%,"$440,043",Maryland
January 2023,"$441,481,779","$59,601,405",13.5%,"$2,114,614",Maryland
February 2023,"$339,421,546","$40,214,644",11.8%,"$2,796,881",Maryland
March 2023,"$385,967,195","$47,548,314",12.3%,"$5,310,057",Maryland
April 2023,"$328,454,398","$35,644,586",10.9%,"$3,864,686",Maryland
May 2023,"$320,199,671","$42,742,217",13.3%,"$4,650,712",Maryland
June 2023,"$254,476,790","$27,077,118",10.6%,"$2,835,051",Maryland
July 2023,"$247,412,348","$28,114,521",11.4%,"$3,312,633",Maryland
August 2023,"$263,729,559","$24,900,638",9.4%,"$2,555,670",Maryland
September 2023,"$442,450,665","$45,575,923",10.3%,"$3,231,428",Maryland
October 2023,"$483,147,391","$58,701,910",12.1%,"$5,812,246",Maryland
